答案1：  51
答案7836：  5/18
答案7837：  6
答案7838：  1034/37
答案7839：  14
答案7840：  999/700
答案7841：  -2885/42
答案7842：  2573/33
答案7843：  6/37
答案7844：  9
答案7845：  4035/3136
答案7846：  13/38
答案7847：  1003/74
答案7848：  3789/77
答案7849：  -332/11
答案7850：  19/88
答案7851：  -1154/29
答案7852：  409/45
答案7853：  2278/57
答案7854：  5440/6319
答案7855：  -299/404
答案7856：  126/47
答案7857：  -5241/76
答案7858：  27/2
答案7859：  15
答案7860：  1301/20
答案7861：  32/19
答案7862：  53/12
答案7863：  327/6370
答案7864：  1793/39
答案7865：  1/5
答案7866：  493/400
答案7867：  42
答案7868：  79
答案7869：  84
答案7870：  2033/100
答案7871：  3561/73
答案7872：  5166/101
答案7873：  23/5
答案7874：  49
答案7875：  1
答案7876：  211/3
答案7877：  3571/48
答案7878：  40
答案7879：  9/34
答案7880：  6824/83
答案7881：  1465/56
答案7882：  3/28
答案7883：  -331/544
答案7884：  4192/67
答案7885：  -6248/75
答案7886：  5723/98
答案7887：  1508/35
答案7888：  894/8051
答案7889：  161/1980
答案7890：  495
答案7891：  -1524/29
答案7892：  1
答案7893：  1983/37
答案7894：  -3192/53
答案7895：  -4563/97
答案7896：  1295
答案7897：  2340/31
答案7898：  4732
答案7899：  8
答案7900：  6127/92
答案7901：  11/2
答案7902：  2719/35
答案7903：  -7671/94
答案7904：  6510
答案7905：  649
答案7906：  -1229/31
答案7907：  4185/71
答案7908：  3
答案7909：  1527/29
答案7910：  155
答案7911：  40
答案7912：  425/11
答案7913：  -785/98
答案7914：  1462/39
答案7915：  8091/100
答案7916：  247/420
答案7917：  45
答案7918：  7/31
答案7919：  4275/56
答案7920：  11
答案7921：  5039/95
答案7922：  1/101
答案7923：  5
答案7924：  510/19
答案7925：  30
答案7926：  -746/45
答案7927：  2937/47
答案7928：  2/37
答案7929：  2181/26
答案7930：  782/27
答案7931：  5845/87
答案7932：  2/17
答案7933：  93
答案7934：  2773/34
答案7935：  164/9
答案7936：  38/55
答案7937：  31/2
答案7938：  1862/43
答案7939：  269/186
答案7940：  2509/1616
答案7941：  2997/92
答案7942：  96
答案7943：  -39
答案7944：  -201/56
答案7945：  2993/80
答案7946：  -18
答案7947：  8514/9595
答案7948：  159/17
答案7949：  9
答案7950：  8
答案7951：  293/3
答案7952：  -3171/95
答案7953：  43/54
答案7954：  90/679
答案7955：  10
答案7956：  6624/95
答案7957：  2
答案7958：  127
答案7959：  -1835/101
答案7960：  305/8
答案7961：  1144/21
答案7962：  52/7
答案7963：  -80
答案7964：  441
答案7965：  66/7
答案7966：  677/18
答案7967：  57
答案7968：  35
答案7969：  28/97
答案7970：  49/2
答案7971：  69
答案7972：  -461/19
答案7973：  1805/1457
答案7974：  68/1023
答案7975：  473/96
答案7976：  33
答案7977：  19
答案7978：  5/17
答案7979：  33
答案7980：  5834/87
答案7981：  27
答案7982：  -14
答案7983：  37
答案7984：  -2523/9595
答案7985：  3154/87
答案7986：  87
答案7987：  6
答案7988：  1116/19
答案7989：  54/47
答案7990：  4713/82
答案7991：  5395/97
答案7992：  2937/98
答案7993：  140
答案7994：  3
答案7995：  4367/4186
答案7996：  5/16
答案7997：  615/22
答案7998：  6/11
答案7999：  149
答案8000：  19/5
答案8001：  95/1248
答案8002：  50/267
答案8003：  41/5313
答案8004：  4169/97
答案8005：  9
答案8006：  510/19
答案8007：  1040
答案8008：  402/7
答案8009：  6400/101
答案8010：  2
答案8011：  -9
答案8012：  65/63
答案8013：  209/702
答案8014：  3760/97
答案8015：  -29
答案8016：  3332/81
答案8017：  2322/97
答案8018：  38
答案8019：  1452
答案8020：  1/22
答案8021：  4/13
答案8022：  2
答案8023：  4770
答案8024：  -6834/91
答案8025：  -9137/97
答案8026：  5/26
答案8027：  4463/88
答案8028：  -243/44
答案8029：  1161/44
答案8030：  56
答案8031：  -13/114
答案8032：  10/3
答案8033：  18/7
答案8034：  3
答案8035：  199/240
答案8036：  5342/95
答案8037：  160
答案8038：  1
答案8039：  55/41
答案8040：  6016/8835
答案8041：  16/11
答案8042：  -18
答案8043：  225/19
答案8044：  350/1457
答案8045：  102
答案8046：  84
答案8047：  11
答案8048：  5650/4747
答案8049：  -9/1160
答案8050：  3
答案8051：  1188/49
答案8052：  5/37
答案8053：  1
答案8054：  1547/83
答案8055：  -34
答案8056：  -89/97
答案8057：  28
答案8058：  1
答案8059：  77/3
答案8060：  3150
答案8061：  13/3
答案8062：  10/7
答案8063：  23/2
答案8064：  3392
答案8065：  720/923
答案8066：  6155/94
答案8067：  256/675
答案8068：  2871/50
答案8069：  29
答案8070：  4399/87
答案8071：  496/9
答案8072：  -3238/33
答案8073：  2432/31
答案8074：  2636/9191
答案8075：  578/47
答案8076：  -755/1414
答案8077：  4
答案8078：  11/24
答案8079：  3584
答案8080：  4805/4277
答案8081：  78
答案8082：  41
答案8083：  4/11
答案8084：  108
答案8085：  3241/55
答案8086：  3/5
答案8087：  700/9
答案8088：  6534/101
答案8089：  69
答案8090：  -4
答案8091：  18/13
答案8092：  2705/2822
答案8093：  2
答案8094：  3540/89
答案8095：  14
答案8096：  4501/2438
答案8097：  6
答案8098：  6361/90
答案8099：  16
答案8100：  1568
答案8101：  -3041/3948
答案8102：  31/23
答案8103：  1275/62
答案8104：  18
答案8105：  17/13
答案8106：  21
答案8107：  -19/2400
答案8108：  1944
答案8109：  107
答案8110：  59/3
答案8111：  2054/2419
答案8112：  1982/2565
答案8113：  131/165
答案8114：  1/2
答案8115：  1
答案8116：  6/37
答案8117：  -1669/45
答案8118：  -6535/71
答案8119：  2/21
答案8120：  1453/2590
答案8121：  25/24
答案8122：  13/10
答案8123：  -33
答案8124：  1
答案8125：  105
答案8126：  99
答案8127：  15673/9595
答案8128：  4
答案8129：  88/1725
答案8130：  2117
答案8131：  2006/43
答案8132：  7546
答案8133：  1659/95
答案8134：  5345/78
答案8135：  62
答案8136：  4497/67
答案8137：  17/11
答案8138：  6025/96
答案8139：  4847/3434
答案8140：  -776/11
答案8141：  37/623
答案8142：  10/49
答案8143：  1
答案8144：  1/15
答案8145：  95/8
答案8146：  -529/100
答案8147：  3495/89
答案8148：  2/53
答案8149：  12/7
答案8150：  1661/20
答案8151：  9
答案8152：  486/23
答案8153：  11
答案8154：  241/3
答案8155：  4074
答案8156：  1273/34
答案8157：  46/3
答案8158：  -1625/46
答案8159：  -2227/57
答案8160：  2277/6767
答案8161：  2351/69
答案8162：  1
答案8163：  4124/85
答案8164：  -715/79
答案8165：  3652/47
答案8166：  -937/2107
答案8167：  731/92
答案8168：  473/2905
答案8169：  62
答案8170：  9310
答案8171：  2719/1672
答案8172：  896/13
答案8173：  3016/33
答案8174：  1287
答案8175：  312/5
答案8176：  -78
答案8177：  2211/38
答案8178：  8081/100
答案8179：  299/476
答案8180：  28/3
答案8181：  116/5
答案8182：  74/429
答案8183：  1088/2607
答案8184：  39
答案8185：  51
答案8186：  120/101
答案8187：  -4957/50
答案8188：  2118/37
答案8189：  1/73
答案8190：  2
答案8191：  1931/46
答案8192：  1/101
答案8193：  7674/101
答案8194：  163/8
答案8195：  -67
答案8196：  8/5
答案8197：  -3910/89
答案8198：  1534/89
答案8199：  2797/94
答案8200：  4/33
答案8201：  1/84
答案8202：  4408/6083
答案8203：  9047/98
答案8204：  1440/41
答案8205：  99
答案8206：  1/288
答案8207：  675/1246
答案8208：  1/48
答案8209：  16/49
答案8210：  3880/49
答案8211：  6693/100
答案8212：  -2409/37
答案8213：  24
答案8214：  27/10
答案8215：  1139/29
答案8216：  28
答案8217：  89/19
答案8218：  6
答案8219：  2145/47
答案8220：  -3
答案8221：  116
答案8222：  2233/82
答案8223：  1692/19
答案8224：  73
答案8225：  -225/7
答案8226：  -475/1316
答案8227：  4
答案8228：  189/572
答案8229：  30
答案8230：  6256
答案8231：  14/19
答案8232：  -9
答案8233：  223/19
答案8234：  67/3
答案8235：  3/5
答案8236：  240/7
答案8237：  1
答案8238：  8553/7676
答案8239：  14/3
答案8240：  -1987/94
答案8241：  14/9
答案8242：  5893/101
答案8243：  3079/46
答案8244：  3876/5467
答案8245：  35
答案8246：  -3239/37
答案8247：  1/15
答案8248：  -77
答案8249：  4/3
答案8250：  87/94
答案8251：  -6251/89
答案8252：  2/71
答案8253：  4347
答案8254：  -42
答案8255：  26
答案8256：  -28
答案8257：  784/855
答案8258：  149
答案8259：  86/25
答案8260：  1607/1116
答案8261：  4015/93
答案8262：  50
答案8263：  1533
答案8264：  17
答案8265：  248/91
答案8266：  733/18
答案8267：  8702/99
答案8268：  1560
答案8269：  1400
答案8270：  2
答案8271：  96/35
答案8272：  179/84
答案8273：  26/147
答案8274：  3003/43
答案8275：  -446/5
答案8276：  6756/101
答案8277：  581/11
答案8278：  -52
答案8279：  64
答案8280：  1597/3168
答案8281：  450/71
答案8282：  56
答案8283：  929/18
答案8284：  3/56
答案8285：  513/71
答案8286：  1431/50
答案8287：  4563/58
答案8288：  2581/71
答案8289：  1824
答案8290：  1602/41
答案8291：  1738/1037
答案8292：  9
答案8293：  100
答案8294：  420/23
答案8295：  2009/1111
答案8296：  16
答案8297：  -1957/25
答案8298：  51
答案8299：  8/3
答案8300：  1
答案8301：  203/4
答案8302：  78
答案8303：  3690
答案8304：  1647/22
答案8305：  2379/85
答案8306：  4968/101
答案8307：  3863/101
答案8308：  47/49
答案8309：  2/87
答案8310：  1/87
答案8311：  31
答案8312：  56/5
答案8313：  99/4
答案8314：  19/53
答案8315：  43/39
答案8316：  77/31
答案8317：  9563/101
答案8318：  111
答案8319：  2943/53
答案8320：  -6
答案8321：  96
答案8322：  585/23
答案8323：  -20
答案8324：  -701/1274
答案8325：  4/3
答案8326：  13/8
答案8327：  110
答案8328：  36/7
答案8329：  781/97
答案8330：  2553/44
答案8331：  1743/50
答案8332：  57/2
答案8333：  1537/2772
答案8334：  17/5
答案8335：  308/87
答案8336：  37/11
答案8337：  1587
答案8338：  1841/32
答案8339：  -10
答案8340：  1/3721
答案8341：  13/6
答案8342：  8323/94
答案8343：  1
答案8344：  33/56
答案8345：  7747/4757
答案8346：  481/33
答案8347：  771/23
答案8348：  -11
答案8349：  1/10
答案8350：  3481/78
答案8351：  -464/89
答案8352：  1
答案8353：  1/2401
答案8354：  8381/83
答案8355：  4646/3321
答案8356：  -63
答案8357：  14
答案8358：  1267/24
答案8359：  7093/90
答案8360：  12/19
答案8361：  5768/97
答案8362：  71
答案8363：  1349/1505
答案8364：  3126/85
答案8365：  2/57
答案8366：  4050/83
答案8367：  360/49
答案8368：  34
答案8369：  -4758/49
答案8370：  24
答案8371：  348/25
答案8372：  -1462/4183
答案8373：  1978/33
答案8374：  9192/101
答案8375：  3251/4214
答案8376：  4
答案8377：  429/64
答案8378：  37/2
答案8379：  6056/65
答案8380：  2520/89
答案8381：  -2503/6716
答案8382：  20/3
答案8383：  537/34
答案8384：  17/2204
答案8385：  1116/97
答案8386：  76/975
答案8387：  4680
答案8388：  3/32
答案8389：  5/384
答案8390：  3547/42
答案8391：  -437/8277
答案8392：  -91/270
答案8393：  2160
答案8394：  67/6
答案8395：  -40
答案8396：  10
答案8397：  23/61
答案8398：  11/59
答案8399：  256/5
答案8400：  2322/31
答案8401：  6287/76
答案8402：  2673/43
答案8403：  5/484
答案8404：  2528/87
答案8405：  35
答案8406：  24
答案8407：  -113/720
答案8408：  5450/101
答案8409：  675
答案8410：  817/21
答案8411：  5684/7227
答案8412：  4030/97
答案8413：  9/14
答案8414：  4389/80
答案8415：  -5/34
答案8416：  10/29
答案8417：  4830/101
答案8418：  25/23
答案8419：  684/41
答案8420：  16
答案8421：  15/2
答案8422：  1/8649
答案8423：  3715/4183
答案8424：  -6202/99
答案8425：  1/71
答案8426：  3357/2870
答案8427：  67
答案8428：  1297/56
答案8429：  567/2176
答案8430：  81/32
答案8431：  27/112
答案8432：  3450/101
答案8433：  120/47
答案8434：  350/799
答案8435：  779/2046
答案8436：  1862/83
答案8437：  29/280
答案8438：  88/63
答案8439：  89
答案8440：  259/25
答案8441：  22/3
答案8442：  93/92
答案8443：  5592/79
答案8444：  4779/61
答案8445：  1
答案8446：  -44
答案8447：  2607/31
答案8448：  2/83
答案8449：  17497/8989
答案8450：  98/3
答案8451：  10
答案8452：  -239/2054
答案8453：  210/83
答案8454：  4011/85
答案8455：  3
答案8456：  14/3
答案8457：  2322/101
答案8458：  1481/846
答案8459：  4745/8036
答案8460：  228/11
答案8461：  4957/50
答案8462：  -47
答案8463：  1295
答案8464：  1/25
答案8465：  -7/38
答案8466：  144
答案8467：  268/11
答案8468：  221/602
答案8469：  27/4
答案8470：  1736/3825
答案8471：  2240/43
答案8472：  31/3
答案8473：  1/93
答案8474：  990/43
答案8475：  77/8
答案8476：  3
答案8477：  237
答案8478：  3
答案8479：  213/11
答案8480：  29/240
答案8481：  65/99
答案8482：  5/73
答案8483：  57/196
答案8484：  7241/87
答案8485：  15/2
答案8486：  26/9
答案8487：  473/101
答案8488：  11/23
答案8489：  697/29
答案8490：  3139/1862
答案8491：  7
答案8492：  -1661/95
答案8493：  403/10
答案8494：  1496
答案8495：  272/6363
答案8496：  1242/43
答案8497：  2469/34
答案8498：  17
答案8499：  1553/26
答案8500：  70
答案8501：  132/19
答案8502：  1190
答案8503：  120
答案8504：  6
答案8505：  7/4
答案8506：  3842/43
答案8507：  1223/1476
答案8508：  2305/1692
答案8509：  664/13
答案8510：  -3028/49
答案8511：  14
答案8512：  2418/97
答案8513：  990/37
答案8514：  11/10
答案8515：  4462/53
答案8516：  -1276/39
答案8517：  9/37
答案8518：  6076
答案8519：  80
答案8520：  -3003/38
答案8521：  6
答案8522：  1/11
答案8523：  9207
答案8524：  -2435/101
答案8525：  -21
答案8526：  -1
答案8527：  31/520
答案8528：  1809/3871
答案8529：  207/17
答案8530：  707/620
答案8531：  95
答案8532：  -25/456
答案8533：  9/68
答案8534：  13/6
答案8535：  1/7
答案8536：  67
答案8537：  3/2
答案8538：  2400
答案8539：  810/91
答案8540：  1799/68
答案8541：  1796/73
答案8542：  43
答案8543：  -13
答案8544：  175
答案8545：  17
答案8546：  672/53
答案8547：  231/152
答案8548：  -4911/50
答案8549：  -2811/31
答案8550：  249
答案8551：  2
答案8552：  -65
答案8553：  2
答案8554：  946
答案8555：  3403/94
答案8556：  3/91
答案8557：  33
答案8558：  64
答案8559：  1841/101
答案8560：  -3043/39
答案8561：  87
答案8562：  4024/83
答案8563：  19/17
答案8564：  85/99
答案8565：  3314/77
答案8566：  49
答案8567：  8
答案8568：  75/427
答案8569：  879/20
答案8570：  4727/2720
答案8571：  2176/2835
答案8572：  28/5
答案8573：  9702
答案8574：  10
答案8575：  3822
答案8576：  1230/19
答案8577：  1450/47
答案8578：  421/6
答案8579：  109
答案8580：  70
答案8581：  760/693
答案8582：  9
答案8583：  1185/23
答案8584：  65
答案8585：  845/5628
答案8586：  12
答案8587：  1
答案8588：  165/8
答案8589：  55
答案8590：  2387/1479
答案8591：  6935/9696
答案8592：  2742/89
答案8593：  12
答案8594：  2841/52
答案8595：  7728/97
答案8596：  1238/2323
答案8597：  -2809/100
答案8598：  25/47
答案8599：  1268/23
答案8600：  35
答案8601：  -3
答案8602：  -5807/59
答案8603：  -523/2070
答案8604：  1596
答案8605：  471/416
答案8606：  24
答案8607：  16
答案8608：  -3410/53
答案8609：  51/64
答案8610：  28/15
答案8611：  -5988/89
答案8612：  7915/86
答案8613：  2343/73
答案8614：  704
答案8615：  141/175
答案8616：  -313/16
答案8617：  2852
答案8618：  27
答案8619：  1153/98
答案8620：  695/73
答案8621：  2867/73
答案8622：  627
答案8623：  394/43
答案8624：  4526/67
答案8625：  3526/101
答案8626：  492/11
答案8627：  3871/96
答案8628：  727/81
答案8629：  3862/79
答案8630：  900
答案8631：  1768/49
答案8632：  771/82
答案8633：  -3623/55
答案8634：  3
答案8635：  1125/17
答案8636：  6825/94
答案8637：  5552/93
答案8638：  7320/101
答案8639：  18/31
答案8640：  4368/95
答案8641：  1990/77
答案8642：  9
答案8643：  1403/1898
答案8644：  5
答案8645：  209/246
答案8646：  1003/16
答案8647：  1751/1160
答案8648：  6/31
答案8649：  1157/9024
答案8650：  55/101
答案8651：  11/882
答案8652：  45
答案8653：  4697
答案8654：  -6301/96
答案8655：  -37/299
答案8656：  1027/16
答案8657：  3607/4650
答案8658：  -1390/4653
答案8659：  -8729/101
答案8660：  5
答案8661：  5415
答案8662：  2085/32
答案8663：  1536/79
答案8664：  5149/101
答案8665：  3625/98
答案8666：  9/49
答案8667：  4273/95
答案8668：  49/22
答案8669：  5850
答案8670：  1/16
答案8671：  51/11
答案8672：  800/1111
答案8673：  2016/101
答案8674：  1438/8455
答案8675：  1
答案8676：  2087/32
答案8677：  132
答案8678：  269/4
答案8679：  679/2525
答案8680：  -64
答案8681：  703/9700
答案8682：  1656/25
答案8683：  1/7
答案8684：  6603/94
答案8685：  -3713/5852
答案8686：  -2
答案8687：  646
答案8688：  1/101
答案8689：  2622
答案8690：  7973/5252
答案8691：  1/2
答案8692：  161/6
答案8693：  95
答案8694：  1/77
答案8695：  9
答案8696：  23
答案8697：  800/47
答案8698：  6033/70
答案8699：  6247/92
答案8700：  -6
答案8701：  19/23
答案8702：  57
答案8703：  2594/59
答案8704：  1767/2156
答案8705：  110
答案8706：  6385/67
答案8707：  155
答案8708：  -7423/95
答案8709：  -1450/33
答案8710：  5940
答案8711：  1127/25
答案8712：  5/348
答案8713：  1/360
答案8714：  5308/87
答案8715：  54/13
答案8716：  400/429
答案8717：  -68
答案8718：  136/195
答案8719：  87
答案8720：  78
答案8721：  1786/49
答案8722：  7
答案8723：  -1788/43
答案8724：  -18
答案8725：  583/5700
答案8726：  308/5
答案8727：  1823/1880
答案8728：  1235/29
答案8729：  -8904/101
答案8730：  -405/2002
答案8731：  4253/63
答案8732：  1054
答案8733：  1680
答案8734：  119
答案8735：  5
答案8736：  -23/200
答案8737：  182
答案8738：  107/462
答案8739：  98
答案8740：  -67/7
答案8741：  185/3
答案8742：  38/5
答案8743：  16/79
答案8744：  -71
答案8745：  23/43
答案8746：  2759
答案8747：  7531/91
答案8748：  11/28
答案8749：  3977/50
答案8750：  1
答案8751：  697/44
答案8752：  5
答案8753：  8066/7387
答案8754：  49/6
答案8755：  9787/5656
答案8756：  65/11
答案8757：  4080
答案8758：  1/5
答案8759：  18
答案8760：  2665/49
答案8761：  123
答案8762：  686/1089
答案8763：  18/25
答案8764：  116
答案8765：  711/88
答案8766：  1
答案8767：  1/5
答案8768：  4342/47
答案8769：  132
答案8770：  86/13
答案8771：  6/37
答案8772：  745/13
答案8773：  3
答案8774：  2
答案8775：  208/291
答案8776：  95/187
答案8777：  4544/91
答案8778：  -1667/49
答案8779：  1
答案8780：  5551/58
答案8781：  3
答案8782：  4
答案8783：  6595/97
答案8784：  11/6
答案8785：  4272
答案8786：  5976/65
答案8787：  4588/65
答案8788：  58/49
答案8789：  3/4
答案8790：  724/475
答案8791：  16174/8787
答案8792：  4
答案8793：  330/287
答案8794：  3/2
答案8795：  11/7
答案8796：  296
答案8797：  68
答案8798：  2/11
答案8799：  8119/4444
答案8800：  89/52
答案8801：  665/39
答案8802：  -32
答案8803：  2
答案8804：  7355/101
答案8805：  38/5
答案8806：  -12
答案8807：  6547/4554
答案8808：  -44
答案8809：  -8741/100
答案8810：  661/994
答案8811：  3/50
答案8812：  1386/47
答案8813：  44/3
答案8814：  1290/83
答案8815：  782/49
答案8816：  -4039/53
答案8817：  728
答案8818：  53/200
答案8819：  185/14
答案8820：  88/747
答案8821：  -19/36
答案8822：  13327/7777
答案8823：  645/14
答案8824：  79/5
答案8825：  -1067/61
答案8826：  25/77
答案8827：  14
答案8828：  1
答案8829：  4336/51
答案8830：  24
答案8831：  1/13
答案8832：  16
答案8833：  41/8
答案8834：  278/693
答案8835：  124
答案8836：  319/1068
答案8837：  11919/7900
答案8838：  111
答案8839：  63
答案8840：  2368/85
答案8841：  6451/98
答案8842：  9
答案8843：  -223/4
答案8844：  4526
答案8845：  4
答案8846：  6693
答案8847：  2277
答案8848：  -1775/2424
答案8849：  -70
答案8850：  63
答案8851：  4727/99
答案8852：  584/19
答案8853：  8136/97
答案8854：  24
答案8855：  6
答案8856：  184/6975
答案8857：  2741/31
答案8858：  117/37
答案8859：  1425/94
答案8860：  21
答案8861：  60
答案8862：  5/2
答案8863：  17
答案8864：  94
答案8865：  1289/94
答案8866：  1269/50
答案8867：  -105/71
答案8868：  5261/2805
答案8869：  -6948/95
答案8870：  533/44
答案8871：  161/765
答案8872：  1
答案8873：  36
答案8874：  5769/79
答案8875：  83/4
答案8876：  30/37
答案8877：  877/13
答案8878：  161
答案8879：  -1639/51
答案8880：  1/25
答案8881：  103/344
答案8882：  5645/7954
答案8883：  233/700
答案8884：  73/39
答案8885：  1
答案8886：  2153/3050
答案8887：  53
答案8888：  2795
答案8889：  43/4
答案8890：  3459/49
答案8891：  2161/46
答案8892：  81/392
答案8893：  1679/3822
答案8894：  4
答案8895：  1420
答案8896：  2591/96
答案8897：  38
答案8898：  -2090/29
答案8899：  2415/3977
答案8900：  1343/32
答案8901：  6139/89
答案8902：  10
答案8903：  76/15
答案8904：  5/97
答案8905：  14
答案8906：  2
答案8907：  931/50
答案8908：  333/46
答案8909：  8373/83
答案8910：  4381/97
答案8911：  30
答案8912：  35
答案8913：  2148/23
答案8914：  -22/87
答案8915：  121
答案8916：  2073/3080
答案8917：  1
答案8918：  488/15
答案8919：  1457/8730
答案8920：  29
答案8921：  2332/39
答案8922：  55/27
答案8923：  949/101
答案8924：  429/35
答案8925：  8
答案8926：  275/6
答案8927：  943/4026
答案8928：  63/2
答案8929：  690/4361
答案8930：  3454/87
答案8931：  1529/54
答案8932：  1/3
答案8933：  9580/97
答案8934：  73/177
答案8935：  1239/22
答案8936：  69/2
答案8937：  -4656/91
答案8938：  2807/46
答案8939：  60/11
答案8940：  22
答案8941：  627/25
答案8942：  665/438
答案8943：  4/91
答案8944：  438/5
答案8945：  1595/28
答案8946：  177/6004
答案8947：  79
答案8948：  -11
答案8949：  -600/47
答案8950：  1
答案8951：  6868/89
答案8952：  2
答案8953：  2672/91
答案8954：  3984/49
答案8955：  -1087/2759
答案8956：  5292
答案8957：  330
答案8958：  2168/81
答案8959：  3999/80
答案8960：  69/2
答案8961：  17/6
答案8962：  3848
答案8963：  509/14
答案8964：  35
答案8965：  12620/8827
答案8966：  1
答案8967：  825/602
答案8968：  1/49
答案8969：  94
答案8970：  1827/23
答案8971：  44/21
答案8972：  -12
答案8973：  299/19
答案8974：  138
答案8975：  400
答案8976：  9/4
答案8977：  -3/40
答案8978：  1261
答案8979：  989/101
答案8980：  6
答案8981：  7621/88
答案8982：  111/88
答案8983：  2/71
答案8984：  1196/45
答案8985：  34/21
答案8986：  28/3
答案8987：  2/63
答案8988：  71/2
答案8989：  527/404
答案8990：  -3483/74
答案8991：  137
答案8992：  73
答案8993：  2701/96
答案8994：  1
答案8995：  5135
答案8996：  130
答案8997：  1
答案8998：  1/81
答案8999：  1156/1425
答案9000：  2349/89
答案9001：  114
答案9002：  5110/89
答案9003：  11/6
答案9004：  19/8
答案9005：  243
答案9006：  1
答案9007：  3
答案9008：  5133
答案9009：  -1134/47
答案9010：  22/5
答案9011：  -70
答案9012：  656/19
答案9013：  39
答案9014：  210/29
答案9015：  -749/101
答案9016：  5922/79
答案9017：  4583/4606
答案9018：  71/3080
答案9019：  123
答案9020：  320/957
答案9021：  4034/41
答案9022：  2
答案9023：  10
答案9024：  13/10
答案9025：  1039/550
答案9026：  280/67
答案9027：  2451/55
答案9028：  469/2021
答案9029：  450/7
答案9030：  76
答案9031：  1470/31
答案9032：  1688/1079
答案9033：  1
答案9034：  2114/47
答案9035：  -51
答案9036：  -85/282
答案9037：  840/61
答案9038：  542/37
答案9039：  935/94
答案9040：  2383/2310
答案9041：  1092
答案9042：  173/93
答案9043：  89/98
答案9044：  1/85
答案9045：  737/1313
答案9046：  -89/240
答案9047：  425/6
答案9048：  372/5
答案9049：  7522/93
答案9050：  -5099/91
答案9051：  539
答案9052：  810
答案9053：  88/9
答案9054：  359/48
答案9055：  3
答案9056：  1763/44
答案9057：  1054/15
答案9058：  7/18
答案9059：  475/2847
答案9060：  7646/83
答案9061：  3
答案9062：  6
答案9063：  4
答案9064：  300/97
答案9065：  8341/89
答案9066：  1397/3239
答案9067：  11/7
答案9068：  37/16
答案9069：  3637/101
答案9070：  4388/79
答案9071：  19/34
答案9072：  1600/3131
答案9073：  2739/49
答案9074：  21/4
答案9075：  6603
答案9076：  2367/32
答案9077：  961/19
答案9078：  4368/83
答案9079：  1352/29
答案9080：  8671/101
答案9081：  15/2
答案9082：  46/41
答案9083：  176/25
答案9084：  3987/47
答案9085：  103
答案9086：  1/2
答案9087：  93
答案9088：  490/69
答案9089：  -4371/92
答案9090：  2343/50
答案9091：  -2550/49
答案9092：  895/28
答案9093：  2862
答案9094：  2120
答案9095：  2200
答案9096：  4623/2840
答案9097：  351/23
答案9098：  163
答案9099：  5568/95
答案9100：  1792/29
答案9101：  -30
答案9102：  49/6
答案9103：  2049/26
答案9104：  2483/51
答案9105：  264
答案9106：  -698/13
答案9107：  76
答案9108：  1971/100
答案9109：  881/27
答案9110：  12/53
答案9111：  -7525/87
答案9112：  784/11
答案9113：  97
答案9114：  1
答案9115：  -3497/49
答案9116：  6435
答案9117：  25/8
答案9118：  1124/25
答案9119：  16/7
答案9120：  869/20
答案9121：  -5773/101
答案9122：  319/470
答案9123：  6
答案9124：  846/17
答案9125：  -1073/97
答案9126：  7920/101
答案9127：  630
答案9128：  17/30
答案9129：  -387/11
答案9130：  2641/6162
答案9131：  504/25
答案9132：  459/260
答案9133：  9694/101
答案9134：  16
答案9135：  1137/20
答案9136：  116/23
答案9137：  3/43
答案9138：  34/29
答案9139：  52
答案9140：  -67
答案9141：  560
答案9142：  11/7
答案9143：  7473/100
答案9144：  6489/79
答案9145：  -3403/100
答案9146：  36/19
答案9147：  5180
答案9148：  179
答案9149：  7156/93
答案9150：  3
答案9151：  -467/1001
答案9152：  875/9
答案9153：  552
答案9154：  10
答案9155：  480/11
答案9156：  1971/83
答案9157：  7/4
答案9158：  2799/1900
答案9159：  3468/59
答案9160：  29
答案9161：  7961/98
答案9162：  7820/91
答案9163：  -967/21
答案9164：  -1275/14
答案9165：  2254/95
答案9166：  331/5
答案9167：  352/873
答案9168：  -979/20
答案9169：  1380/71
答案9170：  -30
答案9171：  14/27
答案9172：  167/1131
答案9173：  2939/77
答案9174：  6/5
答案9175：  1/43
答案9176：  1464/53
答案9177：  1/24
答案9178：  -12
答案9179：  1
答案9180：  -158/21
答案9181：  5
答案9182：  6959/93
答案9183：  1123/657
答案9184：  2179/28
答案9185：  -178/9
答案9186：  317/900
答案9187：  66
答案9188：  1
答案9189：  1/58
答案9190：  10
答案9191：  3783/50
答案9192：  671/50
答案9193：  186/13
答案9194：  898/93
答案9195：  3/5
答案9196：  88/3
答案9197：  -88/1313
答案9198：  7905/98
答案9199：  2
答案9200：  7101/89
答案9201：  6/11
答案9202：  1246/47
答案9203：  33
答案9204：  3131/1850
答案9205：  3722/61
答案9206：  6
答案9207：  1853/38
答案9208：  -16
答案9209：  4
答案9210：  1316/41
答案9211：  47
答案9212：  25/33
答案9213：  704/17
答案9214：  54/5
答案9215：  58/13
答案9216：  2256/97
答案9217：  5804/93
答案9218：  21/5
答案9219：  899/1455
答案9220：  1545/91
答案9221：  416/697
答案9222：  949
答案9223：  51/200
答案9224：  86
答案9225：  343/3589
答案9226：  2944
答案9227：  83
答案9228：  5227/3975
答案9229：  -79/9700
答案9230：  1847/21
答案9231：  57/290
答案9232：  49
答案9233：  2309/60
答案9234：  2300
答案9235：  1
